key	category	source	built-in-simplified	runtime-target
skill.SoulDrain.description	Skills	The summon radiates a draining aura, helping nearby allies siphon HP and MP from battle.	召唤物散发汲取光环，帮助附近盟友在战斗中汲取 HP 与 MP。	召唤物散发汲取光环，帮助附近盟友在战斗中汲取生命值与法力值。
skill.SoulDrain.name	Skills	Soul Drain		灵魂汲取
skill.SoulDrainEnemy.description	Skills	Mark enemies with soul drain, raising undead summons when they fall.	以灵魂汲取标记敌人，使其死亡时升起不死召唤物。	以灵魂汲取标记敌人，使其死亡时升起不死召唤物。
skill.SoulDrainEnemy.name	Skills	Soul Drain (Enemy)		灵魂汲取（敌方）
skill.SoulStrike.description	Skills	Launch a focused burst of Soul magic at a single enemy.	向单个敌人发射凝聚的 Soul魔法。	向单个敌人发射凝聚的灵魂魔法。
skill.SoulStrike.name	Skills	Soul Strike		灵魂打击
skill.SpearMastery.description	SkillPassives	Increases attack with spears, swords, and maces, while raising maximum HP.	提升使用长矛、剑与钉头锤时的攻击力，并提高最大 HP。	提升使用长矛、剑与钉头锤时的攻击力，并提高最大生命值。
skill.SpearMastery.name	SkillPassives	Spear Mastery		长矛精通
skill.SpearQuicken.description	Skills	Through disciplined weapon training, the Knight strikes faster and cleaner. Fear the one who has practiced the same technique a thousand times.	通过严谨的武器训练，Knight 的攻击变得更快、更利落。真正可怕的，是将同一招练习千次的人。	通过严谨的武器训练，骑士的攻击变得更快、更利落。真正可怕的，是将同一招练习千次的人。
skill.SpearQuicken.name	Skills	Precision Focus		精准专注
skill.SpearSlice.description	Skills	A wide sweeping attack, staggering enemies and making them more susceptible to attacks.	发动宽阔横扫，使敌人踉跄并更容易受到攻击。	发动宽阔横扫，使敌人踉跄并更容易受到攻击。
skill.SpearSlice.name	Skills	Air Cutter		裂空斩
skill.SpearStab.description	Skills	Finish them with a strong piercing attack. Increased damage when used as part of a combo.	以强力穿刺结束战斗。作为 连击 一部分使用时，伤害提高。	以强力穿刺结束战斗。作为连击一部分使用时，伤害提高。
skill.SpearStab.name	Skills	Impale		刺穿
skill.SpearThrust.description	Skills	Open with rapid piercing strikes, cutting through enemies and preparing your next combo.	以迅速的连续穿刺起手，贯穿敌人并为下一次 连击 做好准备。	以迅速的连续穿刺起手，贯穿敌人并为下一次连击做好准备。
skill.SpearThrust.name	Skills	Piercing Flurry		穿刺连击
skill.SpellShield.description	Skills	Wrap an ally in a sacred ward that reflects Magic damage before hostile spells can reach them.	以神圣结界包裹一名盟友，在敌对法术命中前反射魔法伤害。	以神圣结界包裹一名盟友，在敌对法术命中前反射魔法伤害。
skill.SpellShield.name	Skills	Arcanum Ward		秘法结界
skill.StatusRecovery.description	Skills	Clear Stun, Frozen, Burning, and Decay from an ally, granting brief immunity to each.	清除盟友身上的眩晕、冻结、灼烧与衰败，并短暂赋予对应免疫。	清除盟友身上的眩晕、冻结、灼烧与衰败，并短暂赋予对应免疫。
skill.StatusRecovery.name	Skills	Status Recovery		状态恢复
skill.SteadyHands.description	SkillPassives	Increases bow attack and DEX.	提高弓类攻击力与 DEX。	提高弓类攻击力与灵巧。
skill.SteadyHands.name	SkillPassives	Steady Hands		稳定之手
skill.Stomp.description	Skills	Slam the ground with heavy force, stunning enemies caught in the impact.	以沉重力量践踏地面，使冲击范围内的敌人眩晕。	以沉重力量践踏地面，使冲击范围内的敌人眩晕。
skill.Stomp.name	Skills	Stomp		践踏
skill.StrafingVolley.description	Skills	Fire a rapid volley of arrows into a single target.	向单个目标快速射出一轮箭矢。	向单个目标快速射出一轮箭矢。
skill.StrafingVolley.name	Skills	Strafing Volley		扫射齐射
skill.SummonAbomination.description	Skills	Summon a stitched mass of decaying flesh, built to control space through brute force.	召唤一团缝合的腐烂血肉，以蛮力控制战场空间。	召唤一团缝合的腐烂血肉，以蛮力控制战场空间。
skill.SummonAbomination.name	Skills	Summon Blightbeast		召唤疫病兽
skill.SummonAngel.description	Skills	Summon a radiant healer who restores allies and strikes enemies with holy light.	召唤一名辉耀治疗者，为盟友恢复生命，并以圣光攻击敌人。	召唤一名辉耀治疗者，为盟友恢复生命，并以圣光攻击敌人。
skill.SummonAngel.name	Skills	Summon Angel		召唤天使
skill.SummonAttack.description	Skills	Command your active summons to converge on the chosen target and attack.	命令当前活动中的召唤物集中攻击所选目标。	命令当前活动中的召唤物集中攻击所选目标。
skill.SummonAttack.name	Skills	Summon Command		召唤命令
skill.SummonCactus.description	Skills	Summon a spiny sentinel that absorbs punishment and strikes back without flinching.	召唤一名带刺哨兵，承受攻击并毫不退缩地反击。	召唤一名带刺哨兵，承受攻击并毫不退缩地反击。
skill.SummonCactus.name	Skills	Summon Cactus		召唤仙人掌
skill.SummonCat.description	Skills	Summon a nimble caster that darts through battle and blasts enemies with lightning.	召唤一名灵活施法者，在战场中迅速穿梭并以闪电轰击敌人。	召唤一名灵活施法者，在战场中迅速穿梭并以闪电轰击敌人。
skill.SummonCat.name	Skills	Summon Cat		召唤猫
skill.SummonDeathMage.description	Skills	Summon an undead demon who strengthens necromantic power and commands dark magic.	召唤一名不死恶魔，强化死灵力量并操控黑暗魔法。	召唤一名不死恶魔，强化死灵力量并操控黑暗魔法。
skill.SummonDeathMage.name	Skills	Summon Death		召唤死灵法师
skill.Summoner_1.description	SkillPassives	Bestial notes teach summons to expose weakness before the pack closes in.	野兽般的笔记教会召唤物在兽群合围前先暴露敌人的弱点。	野兽般的笔记教会召唤物在兽群合围前先暴露敌人的弱点。
skill.Summoner_1.name	SkillPassives	Alpha Surge		兽群激涌
skill.Summoner_2.description	SkillPassives	Dark currents swirl through the text, dragging curses from every violent spell.	黑暗流动在文字间盘旋，从每一道暴烈法术中拖出诅咒。	黑暗流动在文字间盘旋，从每一道暴烈法术中拖出诅咒。
skill.Summoner_2.name	SkillPassives	Hexwell Current		咒泉涌流
skill.Summoner_3.description	SkillPassives	A heavy rite pulls enemies inward before the well answers with dissonance.	一道沉重仪式将敌人向内拖拽，随后由深井以不协和之音作出回应。	沉重仪式先将敌人向内拖拽，随后深井迸发失谐回响。
skill.Summoner_3.name	SkillPassives	Banishment Well		放逐涌泉
skill.Summoner_4.description	SkillPassives	Soft wind-script carries healing echoes and silencing pressure through summoned magic.	柔和的风之文字通过召唤魔法传递治疗回响，以及令敌人沉默的压迫。	柔和的风之文字通过召唤魔法传递治疗回响，以及令敌人沉默的压迫。
skill.Summoner_4.name	SkillPassives	Resonant Wind		共鸣疾风
skill.Summoner_5.description	SkillPassives	Bright resonance hums between master and summon, turning support into shared might.	明亮共鸣在主人与召唤物之间低鸣，将支援化作共享力量。	明亮共鸣在主人与召唤物之间低鸣，将支援化作共享力量。
skill.Summoner_5.name	SkillPassives	Blessed Resonance		祝福共鸣
skill.Summoner_6.description	SkillPassives	Linked verses bind spirit to spell, stretching each soul strike farther.	相连的诗句把灵魂与法术系在一起，让每一次灵魂打击延伸得更远。	相连的诗句把灵魂与法术系在一起，让每一次灵魂打击延伸得更远。
skill.Summoner_6.name	SkillPassives	Soul Chains		灵魂锁链
skill.SummonMastery.description	SkillPassives	Allows summoned allies to inherit more of your attributes.	让召唤出的盟友继承你更多的属性。	让召唤出的盟友继承你更多的属性。
skill.SummonMastery.name	SkillPassives	Summon Mastery		召唤精通
skill.SummonMount.description	Skills	Mount your active summon, taking direct control from a stronger battlefield position.	骑乘当前活动中的召唤物，从更有利的战场位置直接控制它。	骑乘当前活动中的召唤物，从更有利的战场位置直接控制它。
skill.SummonMount.name	Skills	Summon Mount		召唤坐骑
skill.SummonReanimation.description	Skills	Call forth a claimed undead champion, returning it to the battlefield.	召唤一名已被收服的不死冠军，使其重返战场。	召唤一名已被收服的不死冠军，使其重返战场。
skill.SummonReanimation.name	Skills	Summon Reanimation		召唤亡者英魂
skill.SummonRecall.description	Skills	Recall your active summons, cancelling their actions and bringing them back to your side.	召回当前活动中的召唤物，取消其行动并使其回到你身边。	召回当前活动中的召唤物，取消其行动并使其回到你身边。
skill.SummonRecall.name	Skills	Summon Recall		召回召唤物
skill.SummonSkeleton.description	Skills	Raise a Skeleton to fight beside you as the backbone of your undead army.	升起一名 Skeleton 与你并肩作战，成为不死军队的骨干。	唤起一名骷髅与你并肩作战，成为不死军队的中坚。
skill.SummonSkeleton.name	Skills	Summon Bonekin		召唤骸骨战士
skill.SummonSkeletonMage.description	Skills	Raise a Skeleton Mage that attacks from range with unstable necromantic magic.	升起一名 Skeleton Mage，从远处使用不稳定的死灵魔法攻击。	唤起一名骷髅法师，从远处使用不稳定的死灵魔法攻击。
skill.SummonSkeletonMage.name	Skills	Summon Bonecaster		召唤骸骨法师
skill.SummonSwap.description	Skills	Swap your active summon setup, adapting quickly to the fight.	切换当前召唤配置，迅速适应战斗。	切换当前召唤配置，迅速适应战斗。
skill.SummonSwap.name	Skills	Summon Swap		切换召唤物
skill.SummonWolf.description	Skills	Summon a fast, feral brawler that tears into enemies with raw strength and speed.	召唤一名迅捷而凶猛的斗士，以纯粹力量与速度撕裂敌人。	召唤一名迅捷而凶猛的斗士，以纯粹力量与速度撕裂敌人。
skill.SummonWolf.name	Skills	Summon Wolf		召唤狼
skill.SummonWraith.description	Skills	Summon a ghostly undead caster that harasses enemies with dark magic.	召唤一名幽灵般的不死施法者，以黑暗魔法骚扰敌人。	召唤一名幽灵般的不死施法者，以黑暗魔法骚扰敌人。
skill.SummonWraith.name	Skills	Summon Reaper		召唤收割者
skill.SuppressiveShot.description	Skills	Fire suppressive shots that weaken and mark enemies, setting them up for follow-up attacks.	发射压制射击，削弱并标记敌人，为后续攻击创造机会。	发射压制射击，削弱并标记敌人，为后续攻击创造机会。
skill.SuppressiveShot.name	Skills	Suppressive Shot		压制射击
skill.Taunt.description	Skills	Compels inflicted targets to focus their attention on you. Increases Threat generation.	迫使受影响的目标将注意力集中在你身上。提高威胁生成。	迫使受影响的目标集中攻击你，并提高仇恨值。
skill.Taunt.name	Skills	Taunt		嘲讽
skill.Tempest.description	Skills	Summon a furious gale that batters enemies, blinds them, and exposes them to Water damage.	召唤狂暴烈风，重击敌人、使其致盲，并令其更易受到水属性伤害。	召唤狂暴烈风，重击敌人、使其致盲，并令其更易受到水属性伤害。
skill.Tempest.name	Skills	Tempest		风暴
skill.TetraVortex.description	Skills	Unleash a massive elemental eruption based on your current attunement, overwhelming enemies in a wide area.	根据当前调谐状态释放大规模元素爆发，以广阔范围压倒敌人。	根据当前调谐状态释放大规模元素爆发，以广阔范围压倒敌人。
skill.TetraVortex.name	Skills	Elemental Overload		元素过载
skill.TetraVortexEarth.description	Skills	Shatter the ground with Elemental Overload, dealing repeated Earth damage and heavily slowing enemies.	以 Elemental Overload 粉碎地面，反复造成地伤害并大幅减速敌人。	以元素过载粉碎地面，反复造成大地属性伤害并大幅减速敌人。
